stn_no,lat,long,Ave_NDVI,Rainfal
579,-5.281156,144.632202,0.859429,3106.413818
580,-5.364489,144.632202,0.902114,3015.324707
581,-5.447823,144.632202,0.889343,2876.980225
582,-5.531156,144.632202,0.892614,2704.593018
583,-5.614489,144.632202,0.87996,2501.821777
584,-5.697823,144.632202,0.8723,2358.855957
585,-5.781156,144.632202,0.735746,2335.843994
586,-5.864489,144.632202,0.74184,2431.215332
587,-5.947823,144.632202,0.832309,2578.887939
588,-6.031156,144.632202,0.784789,2701.52002
589,-6.114489,144.632202,0.900057,2784.226807
590,-6.197823,144.632202,0.869646,2808.875977
591,-6.281156,144.632202,0.8988,2842.850098
592,-6.366197,144.632202,0.893631,2912.325439
593,-6.447823,144.632202,0.883186,3017.053467
594,-6.531156,144.632202,0.872134,3139.962891
595,-6.614489,144.632202,0.863486,3265.812012
596,-6.697823,144.632202,0.896791,3360.573486
597,-6.697823,144.715535,0.863677,3430.003418
598,-6.614489,144.715535,0.888446,3281.412109
599,-6.531156,144.715535,0.924526,3103.612305
600,-6.447823,144.715535,0.892543,2942.361328
601,-6.364489,144.715535,0.893666,2833.098145
602,-6.281156,144.715535,0.902786,2781.236572
603,-6.197823,144.715535,0.872534,2775.845459
604,-6.114489,144.715535,0.859114,2751.951904
605,-6.031156,144.715535,0.838171,2669.19751
606,-5.947823,144.715535,0.793286,2528.679932
607,-5.864489,144.715535,0.724849,2336.460205
608,-5.781156,144.715535,0.879946,2180.115723
609,-5.697823,144.715535,0.841723,2208.706299
610,-5.614489,144.715535,0.83106,2417.135986
611,-5.531156,144.715535,0.880691,2673.877197
612,-5.447823,144.715535,0.931343,2896.486084
613,-5.364489,144.715535,0.88266,3094.459717
614,-5.281156,144.715535,0.866377,3192.666016
615,-5.197823,144.715535,0.864846,3189.168701
616,-5.114489,144.715535,0.90278,3160.490967
617,-5.031156,144.715535,0.882797,3190.014893
618,-4.947823,144.715535,0.856089,3290.313477
619,-4.864489,144.715535,0.86682,3452.708008
620,-4.781156,144.715535,0.871734,3593.84375
621,-4.697823,144.715535,0.863983,3570.59082
622,-4.614489,144.715535,0.868406,3417.95166
623,-4.531156,144.715535,0.873014,3226.888184
624,-4.447823,144.715535,0.87302,3031.285156
625,-4.364489,144.715535,0.8897,2849.768799
626,-4.281156,144.715535,0.909769,2741.085205
627,-4.197823,144.715535,0.887297,2748.856445
628,-4.114489,144.715535,0.884029,2819.138916
629,-4.114489,144.798868,0.865143,2834.84375
630,-4.197823,144.798868,0.877611,2758.647949
631,-4.281156,144.798868,0.886023,2752.228271
632,-4.364489,144.798868,0.872131,2859.978027
633,-4.447823,144.798868,0.889771,3032.849609
634,-4.531156,144.798868,0.877503,3218.641846
635,-4.614489,144.798868,0.864766,3400.171387
636,-4.697823,144.798868,0.887231,3554.80835
637,-4.781156,144.798868,0.846906,3577.646729
638,-4.864489,144.798868,0.864706,3454.074707
639,-4.947823,144.798868,0.880323,3295.805176
640,-5.031156,144.798868,0.885946,3196.656006
641,-5.114489,144.798868,0.883534,3166.282471
642,-5.197823,144.798868,0.892834,3186.142578
643,-5.281156,144.798868,0.8988,3185.904541
644,-5.364489,144.798868,0.88686,3080.360107
645,-5.447823,144.798868,0.866614,2899.777344
646,-5.531156,144.798868,0.868426,2680.598877
647,-5.614489,144.798868,0.833989,2425.950684
648,-5.697823,144.798868,0.857663,2228.28125
649,-5.781156,144.798868,0.834,2198.732178
650,-5.864489,144.798868,0.82412,2330.29248
651,-5.947823,144.798868,0.733017,2514.895996
652,-6.031156,144.798868,0.793591,2642.819336
653,-6.114489,144.798868,0.827169,2713.588867
654,-6.197823,144.798868,0.862263,2765.015137
655,-6.281156,144.798868,0.885377,2774.959717
656,-6.364489,144.798868,0.908023,2786.189697
657,-6.447823,144.798868,0.866577,2859.953369
658,-6.531156,144.798868,0.86104,3024.797363
659,-6.614489,144.798868,0.860326,3221.883545
660,-6.697823,144.798868,0.901589,3401.108154
661,-6.697823,144.882202,0.904034,3203.758789
662,-6.614489,144.882202,0.875354,3041.271973
663,-6.531156,144.882202,0.87018,2886.835449
664,-6.447823,144.882202,0.880594,2782.755615
665,-6.364489,144.882202,0.906551,2725.811768
666,-6.281156,144.882202,0.86292,2708.705078
667,-6.197823,144.882202,0.791837,2694.819336
668,-6.114489,144.882202,0.787869,2654.690186
669,-6.031156,144.882202,0.722734,2558.482666
670,-5.947823,144.882202,0.74918,2482.168213
671,-5.864489,144.882202,0.803683,2404.151123
672,-5.781156,144.882202,0.814803,2343.010498
673,-5.697823,144.882202,0.832234,2392.949219
674,-5.614489,144.882202,0.857826,2522.554443
675,-5.531156,144.882202,0.881997,2693.997803
676,-5.447823,144.882202,0.872163,2867.659424
677,-5.364489,144.882202,0.844149,3038.414063
678,-5.281156,144.882202,0.875314,3117.397705
679,-5.197823,144.882202,0.876017,3150.986328
680,-5.114489,144.882202,0.856726,3152.25415
681,-5.031156,144.882202,0.882394,3207.885498
682,-4.947823,144.882202,0.87776,3268.57251
683,-4.864489,144.882202,0.899934,3354.824707
684,-4.781156,144.882202,0.889214,3423.072754
685,-4.697823,144.882202,0.887131,3406.81958
686,-4.614489,144.882202,0.889414,3309.639404
687,-4.531156,144.882202,0.883283,3183.027832
688,-4.447823,144.882202,0.903303,3053.171387
689,-4.364489,144.882202,0.909329,2940.105713
690,-4.281156,144.882202,0.861023,2859.312012
691,-4.281156,144.965535,0.89326,2970.322998
692,-4.364489,144.965535,0.861203,3016.074219
693,-4.447823,144.965535,0.89418,3082.936768
694,-4.531156,144.965535,0.894303,3147.32666
695,-4.614489,144.965535,0.897746,3213.064941
696,-4.697823,144.965535,0.91552,3257.479736
697,-4.781156,144.965535,0.888171,3268.506348
698,-4.864489,144.965535,0.886217,3248.036621
699,-4.947823,144.965535,0.849057,3215.907227
700,-5.031156,144.965535,0.880629,3188.903564
701,-5.114489,144.965535,0.882791,3169.838379
702,-5.197823,144.965535,0.874446,3132.499756
703,-5.281156,144.965535,0.864414,3097.80542
704,-5.364489,144.965535,0.84954,2985.032959
705,-5.447823,144.965535,0.868394,2870.120361
706,-5.531156,144.965535,0.878866,2735.640381
707,-5.614489,144.965535,0.866306,2607.061035
708,-5.697823,144.965535,0.821794,2493.1875
709,-5.781156,144.965535,0.862614,2458.600586
710,-5.864489,144.965535,0.871869,2463.347656
711,-5.947823,144.965535,0.75044,2488.632324
712,-6.031156,144.965535,0.725834,2513.312744
713,-6.114489,144.965535,0.741166,2535.582275
714,-6.197823,144.965535,0.799563,2549.793701
715,-6.281156,144.965535,0.876166,2577.684082
716,-6.364489,144.965535,0.892906,2614.764648
717,-6.447823,144.965535,0.85694,2677.796143
718,-6.531156,144.965535,0.87348,2755.45874
719,-6.614489,144.965535,0.856286,2851.929443
720,-6.697823,144.965535,0.901754,2929.918945
721,-6.781156,145.048868,0.909386,2732.044678
722,-6.697823,145.048868,0.90264,2725.167725
723,-6.614489,145.048868,0.867737,2690.978027
724,-6.531156,145.048868,0.864569,2626.435791
725,-6.447823,145.048868,0.842774,2546.0896
726,-6.364489,145.048868,0.865203,2454.276123
727,-6.281156,145.048868,0.824166,2388.762939
728,-6.197823,145.048868,0.778989,2365.988281
729,-6.114489,145.048868,0.734086,2417.75708
730,-6.031156,145.048868,0.758474,2453.641113
731,-5.947823,145.048868,0.856154,2476.518555
732,-5.864489,145.048868,0.8339,2484.398926
733,-5.781156,145.048868,0.693877,2511.422119
734,-5.697823,145.048868,0.760917,2538.04248
735,-5.614489,145.048868,0.839569,2651.037354
736,-5.531156,145.048868,0.888343,2766.799805
737,-5.447823,145.048868,0.899797,2897.521973
738,-5.364489,145.048868,0.870857,3032.577881
739,-5.281156,145.048868,0.888654,3132.817383
740,-5.197823,145.048868,0.8803,3174.367676
741,-5.114489,145.048868,0.86072,3180.624512
742,-5.031156,145.048868,0.899343,3175.833008
743,-4.947823,145.048868,0.878429,3170.873779
744,-4.864489,145.048868,0.872114,3162.200684
745,-4.781156,145.048868,0.895274,3151.370605
746,-4.697823,145.048868,0.895206,3145.228271
747,-4.617293,145.047647,0.895783,3139.294678
748,-4.531156,145.048868,0.912971,3130.836426
749,-4.447823,145.048868,0.898786,3095.912598
750,-4.364489,145.048868,0.895074,3063.260742
751,-4.114489,145.048868,0.869057,3027.706299
752,-4.447823,145.132202,0.902257,3094.77417
753,-4.531156,145.132202,0.873137,3107.084717
754,-4.614489,145.132202,0.882629,3097.309082
755,-4.697823,145.132202,0.880414,3063.244385
756,-4.781156,145.132202,0.909457,3062.768799
757,-4.864489,145.132202,0.845094,3097.823242
758,-4.947823,145.132202,0.886414,3139.607178
759,-5.031156,145.132202,0.868023,3174.568359
760,-5.114489,145.132202,0.867543,3196.618408
761,-5.197823,145.132202,0.896543,3241.79834
762,-5.281156,145.132202,0.875854,3211.329346
763,-5.364489,145.132202,0.87868,3112.952881
764,-5.447823,145.132202,0.897849,2941.454834
765,-5.531156,145.132202,0.907651,2781.121826
766,-5.614489,145.132202,0.845771,2621.485107
767,-5.697823,145.132202,0.831054,2535.901611
768,-5.781156,145.132202,0.839371,2509.82373
769,-5.864489,145.132202,0.826197,2490.387695
770,-5.947823,145.132202,0.827274,2456.522217
771,-6.031156,145.132202,0.798189,2390.821777
772,-6.114489,145.132202,0.7512,2284.668701
773,-6.197823,145.132202,0.739591,2173.858887
774,-6.197823,145.132202,0.739591,2173.858887
775,-6.281156,145.132202,0.807669,2169.137451
776,-6.364489,145.132202,0.861583,2279.388916
777,-6.447823,145.132202,0.863257,2412.306641
778,-6.531156,145.132202,0.836151,2525.669434
779,-6.614489,145.132202,0.83076,2589.968262
780,-6.697823,145.132202,0.853863,2603.345703
781,-6.781156,145.132202,0.90296,2610.948486
782,-6.781156,145.215535,0.9054,2582.323486
783,-6.697823,145.215535,0.885197,2577.789307
784,-6.614489,145.215535,0.862617,2545.563232
785,-6.531156,145.215535,0.870469,2461.236084
786,-6.447823,145.215535,0.868714,2322.745605
787,-6.364489,145.215535,0.850229,2145.008789
788,-6.281156,145.215535,0.871543,1997.595215
789,-6.197823,145.215535,0.796497,2021.772583
790,-6.114489,145.215535,0.7983,2185.552979
791,-6.031156,145.215535,0.810554,2334.456299
792,-5.947823,145.215535,0.798243,2436.243164
793,-5.864489,145.215535,0.849069,2490.451416
794,-5.781156,145.215535,0.834857,2495.407471
795,-5.697823,145.215535,0.799031,2506.984131
796,-5.614489,145.215535,0.899694,2599.664063
797,-5.531156,145.215535,0.902343,2782.286865
798,-5.447823,145.215535,0.919114,2980.345215
799,-5.364489,145.215535,0.841714,3195.871338
800,-5.281156,145.215535,0.874411,3321.979492
801,-5.197823,145.215535,0.878474,3309.736572
802,-5.114489,145.215535,0.878186,3232.239258
803,-5.031156,145.215535,0.883651,3162.577637
804,-4.947823,145.215535,0.884,3114.907715
805,-4.864489,145.215535,0.907006,3053.240479
806,-4.781156,145.215535,0.920831,3005.336914
807,-4.697823,145.215535,0.858829,3013.534912
808,-4.614489,145.215535,0.858097,3064.179932
809,-4.531156,145.215535,0.894997,3094.862549
810,-4.447823,145.215535,0.890094,3093.603271
811,-4.447823,145.298868,0.88228,3099.523682
812,-4.531156,145.298868,0.868257,3099.325439
813,-4.614489,145.298868,0.885163,3064.42749
814,-4.697823,145.298868,0.888603,3017.972168
815,-4.781156,145.298868,0.850346,3010.981689
816,-4.864489,145.298868,0.909443,3054.548828
817,-4.947823,145.298868,0.889566,3112.689209
818,-5.031156,145.298868,0.873449,3165.88208
819,-5.114489,145.298868,0.9052,3231.686035
820,-5.197823,145.298868,0.881531,3305.438477
821,-5.281156,145.298868,0.8716,3310.49292
822,-5.364489,145.298868,0.871491,3175.407959
823,-5.447823,145.298868,0.891029,2979.76416
824,-5.531156,145.298868,0.88998,2786.981201
825,-5.614489,145.298868,0.899686,2607.941406
826,-5.697823,145.298868,0.851966,2516.606201
827,-5.781156,145.298868,0.871757,2498.22876
828,-5.864489,145.298868,0.846846,2478.779541
829,-5.947823,145.298868,0.834017,2428.777588
830,-6.031156,145.298868,0.78166,2322.299316
831,-6.114489,145.298868,0.765109,2158.553223
832,-6.197823,145.298868,0.732009,2027.495361
833,-6.281156,145.298868,0.716971,2007.953613
834,-6.364489,145.298868,0.825057,2098.952393
835,-6.447823,145.298868,0.834411,2230.956055
836,-6.531156,145.298868,0.827997,2357.486572
837,-6.614489,145.298868,0.840094,2470.069336
838,-6.697823,145.298868,0.868857,2560.273682
839,-6.781156,145.298868,0.8922,2569.032715
840,-6.864489,145.298868,0.883931,2531.086914
841,-6.864489,145.382202,0.883403,2455.10791
842,-6.781156,145.382202,0.866597,2473.811523
843,-6.697823,145.382202,0.876629,2459.127197
844,-6.614489,145.382202,0.84542,2394.979248
845,-6.531156,145.382202,0.827183,2308.36084
846,-6.447823,145.382202,0.848851,2217.220215
847,-6.364489,145.382202,0.808877,2134.986084
848,-6.281156,145.382202,0.747994,2089.624512
849,-6.197823,145.382202,0.71992,2117.684326
850,-6.114489,145.382202,0.737351,2202.795166
851,-6.031156,145.382202,0.72752,2284.24707
852,-5.947823,145.382202,0.828891,2378.145996
853,-5.864489,145.382202,0.868114,2470.130859
854,-5.781156,145.382202,0.863949,2505.924316
855,-5.697823,145.382202,0.863349,2563.648926
856,-5.614489,145.382202,0.862531,2645.069824
857,-5.531156,145.382202,0.907749,2773.57666
858,-5.447823,145.382202,0.877089,2943.730957
859,-5.364489,145.382202,0.8648,3091.026611
860,-5.281156,145.382202,0.8707,3200.699951
861,-5.197823,145.382202,0.883643,3224.521729
862,-5.114489,145.382202,0.904057,3196.093506
863,-5.031156,145.382202,0.902217,3161.345947
864,-4.947823,145.382202,0.895817,3130.280029
865,-4.864489,145.382202,0.88074,3095.604004
866,-4.781156,145.382202,0.894003,3078.355225
867,-4.697823,145.382202,0.879749,3078.82666
868,-4.614489,145.382202,0.885809,3102.267822
869,-4.531156,145.382202,0.87616,3116.932617
870,-4.531156,145.465535,0.830029,3155.478516
871,-4.614489,145.465535,0.898849,3162.123047
872,-4.697823,145.465535,0.902314,3162.20874
873,-4.781156,145.465535,0.881346,3149.453613
874,-4.864489,145.465535,0.892686,3154.826904
875,-4.947823,145.465535,0.903969,3159.603271
876,-5.031156,145.465535,0.906983,3163.481201
877,-5.114489,145.465535,0.868483,3163.313477
878,-5.197823,145.465535,0.889669,3161.192871
879,-5.281156,145.465535,0.891974,3116.86084
880,-5.364489,145.465535,0.864786,3021.968506
881,-5.447823,145.465535,0.886117,2913.840332
882,-5.531156,145.465535,0.887094,2777.260254
883,-5.614489,145.465535,0.89386,2672.759033
884,-5.697823,145.464052,0.877091,2570.255615
885,-5.781156,145.465535,0.890431,2514.731201
886,-5.864489,145.465535,0.848443,2441.707275
887,-5.947823,145.465535,0.891126,2371.001709
888,-6.031156,145.465535,0.815074,2286.505371
889,-6.114489,145.465535,0.742546,2204.239014
890,-6.197823,145.465535,0.702637,2129.671387
891,-6.281156,145.465535,0.722709,2122.962158
892,-6.364489,145.465535,0.759114,2138.338379
893,-6.447823,145.465535,0.839286,2190.263916
894,-6.531156,145.465535,0.855086,2251.552979
895,-6.614489,145.465535,0.877251,2301.779785
896,-6.697823,145.465535,0.893309,2338.720703
897,-6.781156,145.465535,0.917486,2348.458008
898,-6.864489,145.465535,0.892849,2331.143066
899,-6.947823,145.465535,0.856651,2318.346924
900,-7.031156,145.548868,0.901706,2169.74585
901,-6.947823,145.548868,0.871497,2219.220703
902,-6.864489,145.548868,0.89244,2237.794434
903,-6.781156,145.548868,0.897534,2242.430908
904,-6.697823,145.548868,0.831449,2238.77832
905,-6.614489,145.548868,0.887029,2223.667236
906,-6.531156,145.548868,0.826606,2189.36792
907,-6.447823,145.548868,0.824526,2150.219482
908,-6.364489,145.548868,0.73394,2096.778809
909,-6.281156,145.548868,0.689846,2068.490479
910,-6.197823,145.548868,0.698266,2075.114746
911,-6.114489,145.548868,0.732143,2172.815918
912,-6.031156,145.548868,0.802274,2270.557373
913,-5.947823,145.548868,0.899769,2367.277344
914,-5.864489,145.548868,0.879049,2447.158936
915,-5.781156,145.548868,0.85742,2514.532227
916,-5.697823,145.548868,0.878454,2585.662354
917,-5.614489,145.548868,0.886006,2658.401855
918,-5.531156,145.548868,0.895091,2758.572266
919,-5.447823,145.548868,0.903789,2896.196045
920,-5.447823,145.548868,0.903789,2896.196045
921,-5.364489,145.548868,0.912006,2997.676025
922,-5.281156,145.548868,0.907117,3092.941895
923,-5.197823,145.548868,0.909229,3141.854492
924,-5.114489,145.548868,0.900131,3155.148193
925,-5.031156,145.548868,0.906914,3171.42749
926,-4.947823,145.548868,0.897566,3206.214111
927,-4.864489,145.548868,0.878057,3236.046631
928,-4.781156,145.548868,0.88148,3258.52417
929,-4.697823,145.548868,0.903303,3256.317383
930,-4.614489,145.548868,0.880663,3240.751953
931,-4.781156,145.632202,0.878446,3378.687256
932,-4.864489,145.632202,0.8962,3319.902832
933,-4.947823,145.632202,0.871286,3247.091797
934,-5.031156,145.632202,0.89032,3187.24292
935,-5.114489,145.632202,0.89608,3163.449219
936,-5.197823,145.632202,0.885551,3159.790283
937,-5.281156,145.632202,0.897489,3131.28833
938,-5.364489,145.632202,0.8865,3037.844238
939,-5.447823,145.632202,0.893237,2911.450928
940,-5.531156,145.632202,0.880514,2751.705322
941,-5.614489,145.632202,0.900771,2640.049561
942,-5.697823,145.632202,0.898234,2575.940674
943,-5.781156,145.632202,0.757654,2529.109375
944,-5.864489,145.632202,0.834923,2468.604248
945,-5.947823,145.632202,0.873966,2369.557129
946,-6.031156,145.632202,0.850477,2240.541504
947,-6.114489,145.632202,0.78906,2089.607422
948,-6.197823,145.632202,0.702209,1962.35791
949,-6.281156,145.632202,0.680846,1941.798584
950,-6.364489,145.632202,0.767509,2008.855103
951,-6.447823,145.632202,0.859943,2092.967773
952,-6.531156,145.632202,0.853289,2142.968018
953,-6.614489,145.632202,0.859537,2174.554932
954,-6.697823,145.632202,0.84532,2181.275146
955,-6.781156,145.632202,0.83172,2181.833984
956,-6.864489,145.632202,0.865091,2184.140381
957,-6.947823,145.632202,0.867269,2161.374756
958,-7.031156,145.632202,0.896169,2111.822021
959,-7.114489,145.715535,0.877829,1988.305298
960,-7.031156,145.715535,0.886569,2075.207031
961,-6.947823,145.715535,0.835029,2132.737061
962,-6.864489,145.715535,0.81002,2156.804688
963,-6.781156,145.715535,0.847454,2165.723877
964,-6.697823,145.715535,0.728897,2164.253906
965,-6.614489,145.715535,0.862886,2149.762207
966,-6.531156,145.715535,0.854963,2110.180176
967,-6.447823,145.715535,0.80032,2022.8479
968,-6.364489,145.715535,0.803897,1917.069946
969,-6.281156,145.715535,0.698591,1821.794434
970,-6.197823,145.715535,0.725914,1847.334595
971,-6.114489,145.715535,0.81356,2015.650024
972,-6.031156,145.715535,0.827543,2207.461426
973,-5.947823,145.715535,0.861843,2358.485352
974,-5.864489,145.715535,0.712143,2485.05542
975,-5.781156,145.715535,0.85544,2547.522705
976,-5.697823,145.715535,0.914049,2554.580811
977,-5.614489,145.715535,0.874717,2617.005859
978,-5.531156,145.715535,0.910229,2742.56543
979,-5.447823,145.715535,0.854274,2925.873779
980,-5.364489,145.715535,0.886534,3088.034668
981,-5.281156,145.715535,0.886437,3183.862305
982,-5.197823,145.715535,0.886157,3186.110352
983,-5.114489,145.715535,0.881209,3169.48877
984,-5.031156,145.715535,0.89234,3198.056152
985,-4.947823,145.715535,0.879151,3277.059326
986,-4.864489,145.715535,0.893266,3385.645264
987,-5.031156,145.798868,0.88286,3203.483154
988,-5.531156,145.798868,0.864511,2746.771973
989,-5.614489,145.798868,0.887209,2623.170898
990,-5.697823,145.798868,0.911723,2558.898926
991,-5.781156,145.798868,0.903146,2545.310059
992,-5.864489,145.798868,0.860714,2484.224365
993,-5.947823,145.798868,0.674246,2365.880127
994,-6.031156,145.798868,0.845154,2199.81958
995,-6.114489,145.798868,0.870794,2008.899292
996,-6.197823,145.798868,0.798257,1860.7677
997,-6.281156,145.798868,0.721874,1834.134033
998,-6.364489,145.798868,0.723483,1916.446533
999,-6.447823,145.798868,0.819674,2009.775146
1000,-6.531156,145.798868,0.831477,2083.063232
1001,-6.614489,145.798868,0.801451,2125.739014
1002,-6.697823,145.798868,0.741557,2159.128418
1003,-6.781156,145.798868,0.831974,2160.586426
1004,-6.864489,145.798868,0.827177,2144.328125
1005,-6.947823,145.798868,0.850146,2109.715576
1006,-7.031156,145.798868,0.852951,2058.003662
1007,-7.114489,145.798868,0.849523,1985.908936
1008,-7.197823,145.798868,0.84566,1919.566895
1009,-7.197823,145.882202,0.825557,1971.388184
1010,-7.114489,145.882202,0.854723,2012.028809
1011,-7.031156,145.882202,0.81274,2056.887207
1012,-6.947823,145.882202,0.848034,2091.288818
1013,-6.864489,145.882202,0.884974,2104.80835
1014,-6.781156,145.882202,0.825151,2122.437256
1015,-6.697823,145.882202,0.866057,2123.685059
1016,-6.614489,145.882202,0.656483,2103.744873
1017,-6.531156,145.882202,0.898594,2073.494629
1018,-6.447823,145.882202,0.688666,2029.915039
1019,-6.364489,145.882202,0.670066,1985.567383
1020,-6.281156,145.882202,0.712514,1941.205811
1021,-6.197823,145.882202,0.804351,1980.965332
1022,-6.114489,145.882202,0.861977,2080.527832
1023,-6.031156,145.882202,0.756566,2210.798096
1024,-5.947823,145.882202,0.787783,2352.73877
1025,-5.864489,145.882202,0.860409,2453.21875
1026,-5.781156,145.882202,0.91814,2510.424805
1027,-5.697823,145.882202,0.882857,2571.595215
1028,-5.614489,145.882202,0.874246,2637.174316
1029,-5.531156,145.882202,0.889331,2738.386475
1030,-4.531156,145.965535,0.846429,3235.000732
1031,-4.614489,145.965535,0.869246,3259.20874
1032,-4.697823,145.965535,0.859477,3268.568359
1033,-5.531156,145.965535,0.881737,2720.142822
1034,-5.614489,145.965535,0.855357,2628.432861
1035,-5.697823,145.965535,0.878643,2576.016113
1036,-5.781156,145.965535,0.893694,2487.330566
1037,-5.864489,145.965535,0.873871,2432.478516
1038,-5.947823,145.965535,0.875171,2350.736328
1039,-6.031156,145.965535,0.808223,2238.43457
1040,-6.114489,145.965535,0.8818,2147.032715
1041,-6.197823,145.965535,0.859254,2072.411865
1042,-6.281156,145.965535,0.707726,2050.712891
1043,-6.364489,145.965535,0.73696,2031.499268
1044,-6.447823,145.965535,0.706874,2050.506348
1045,-6.531156,145.965535,0.725417,2066.515381
1046,-6.614489,145.965535,0.679094,2075.391113
1047,-6.697823,145.965535,0.862769,2072.317383
1048,-6.781156,145.965535,0.870029,2072.875488
1049,-6.864489,145.965535,0.877214,2067.040039
1050,-6.947823,145.965535,0.858363,2055.276855
1051,-7.031156,145.965535,0.826949,2039.161377
1052,-7.114489,145.965535,0.832049,2019.116821
1053,-7.197823,145.965535,0.755183,2002.091431
1054,-7.281156,145.965535,0.740731,1999.06189
1055,-7.364489,146.048868,0.866051,2035.915894
1056,-7.281156,146.048868,0.846809,2021.370972
1057,-7.197823,146.048868,0.737797,2023.224731
1058,-7.114489,146.048868,0.693163,2025.618042
1059,-7.031156,146.048868,0.841583,2034.463135
1060,-6.947823,146.048868,0.877886,2034.338867
1061,-6.864489,146.048868,0.851031,2023.984619
1062,-6.781156,146.048868,0.860043,2016.230957
1063,-6.781156,146.048868,0.863991,2016.230957
1064,-6.697823,146.048868,0.802291,2019.429932
1065,-6.614489,146.048868,0.833254,2042.066895
1066,-6.531156,146.048868,0.83856,2056.218994
1067,-6.447823,146.048868,0.845897,2060.490234
1068,-6.364489,146.048868,0.804929,2076.905029
1069,-6.281156,146.048868,0.815011,2088.446045
1070,-6.197823,146.048868,0.843963,2109.528809
1071,-6.114489,146.048868,0.732949,2175.569824
1072,-6.031156,146.048868,0.83824,2257.815186
1073,-5.947823,146.048868,0.891863,2360.405762
1074,-5.864489,146.048868,0.841651,2439.339844
1075,-5.781156,146.048868,0.815817,2491.473877
1076,-5.697823,146.048868,0.865223,2572.872559
1077,-5.614489,146.048868,0.858006,2615.638184
1078,-5.531156,146.048868,0.885031,2677.986328
1079,-4.697823,146.048868,0.854569,3199.489502
1080,-4.614489,146.048868,0.857983,3204.798828
1081,-5.614489,146.132202,0.843571,2598.085205
1082,-5.697823,146.132202,0.867726,2569.769043
1083,-5.781156,146.132202,0.835857,2534.803711
1084,-5.864489,146.132202,0.860274,2472.009766
1085,-5.947823,146.132202,0.923617,2369.449463
1086,-6.031156,146.132202,0.866543,2263.736816
1087,-6.114489,146.132202,0.723569,2162.749756
1088,-6.197823,146.132202,0.746737,2093.031494
1089,-6.281156,146.132202,0.887709,2063.481934
1090,-6.364489,146.132202,0.860869,2075.139893
1091,-6.447823,146.132202,0.861594,2065
1092,-6.531156,146.132202,0.882231,2043.609253
1093,-6.614489,146.132202,0.860297,2006.128784
1094,-6.697823,146.132202,0.863869,1950.508057
1095,-6.781156,146.132202,0.882243,1942.54126
1096,-6.864489,146.132202,0.876877,1977.11731
1097,-6.947823,146.132202,0.9132,2014.179565
1098,-7.031156,146.132202,0.849186,2036.776733
1099,-7.114489,146.132202,0.79636,2027.117676
1100,-7.197823,146.132202,0.813837,2008.954468
1101,-7.281156,146.132202,0.869869,2006.048096
1102,-7.364489,146.132202,0.849057,2029.402344
1103,-7.447823,146.132202,0.882363,2061.179932
1104,-7.531156,146.132202,0.887886,2095.035889
1105,-7.531156,146.215535,0.881451,2163.49707
1106,-7.447823,146.215535,0.876623,2104.274902
1107,-7.364489,146.215535,0.881811,2036.928833
1108,-7.281156,146.215535,0.901886,1979.670898
1109,-7.197823,146.215535,0.810766,1984.998413
1110,-7.114489,146.215535,0.816626,2019.899536
1111,-7.031156,146.215535,0.893897,2037.238403
1112,-6.947823,146.215535,0.892106,2044.485229
1113,-6.864489,146.215535,0.848654,1964.818726
1114,-6.781156,146.215535,0.867634,1879.688232
1115,-6.697823,146.215535,0.901909,1895.833374
1116,-6.614489,146.215535,0.887691,1974.839966
1117,-6.531156,146.215535,0.877374,2047.406616
1118,-6.447823,146.215535,0.869257,2074.963623
1119,-6.364489,146.215535,0.848497,2056.307129
1120,-6.281156,146.215535,0.696406,2024.68396
1121,-6.197823,146.215535,0.666029,2038.300049
1122,-6.114489,146.215535,0.861197,2137.781738
1123,-6.031156,146.215535,0.903203,2265.595215
1124,-5.947823,146.215535,0.906057,2390.701416
1125,-5.864489,146.215535,0.8637,2500.907959
1126,-5.781156,146.215535,0.838231,2563.443604
1127,-5.697823,146.215535,0.874911,2568.523438
1128,-5.614489,146.215535,0.857469,2598.916016
1129,-4.781156,146.215535,0.87162,3140.994141
1130,-5.614489,146.298868,0.846637,2598.82666
1131,-5.697823,146.298868,0.864877,2567.955078
1132,-5.781156,146.298868,0.864131,2562.994385
1133,-5.864489,146.298868,0.812429,2515.811035
1134,-5.947823,146.298868,0.853177,2423.353516
1135,-6.031156,146.298868,0.868166,2305.014404
1136,-6.114489,146.298868,0.880851,2170.397217
1137,-6.197823,146.298868,0.871614,2054.723145
1138,-6.281156,146.298868,0.845314,2034.630249
1139,-6.364489,146.298868,0.740703,2082.258057
1140,-6.447823,146.298868,0.713,2110.063965
1141,-6.531156,146.298868,0.894017,2067.844238
1142,-6.614489,146.298868,0.896611,2021.016113
1143,-6.697823,146.298868,0.893294,1912.942139
1144,-6.781156,146.298868,0.844111,1895.140747
1145,-6.864489,146.298868,0.861611,1984.568604
1146,-6.947823,146.298868,0.895283,2067.968262
1147,-7.031156,146.298868,0.868009,2091.671875
1148,-7.114489,146.298868,0.869303,2057.588867
1149,-7.197823,146.298868,0.859357,2000.563599
1150,-7.281156,146.298868,0.86768,1993.329102
1151,-7.364489,146.298868,0.897309,2051.682861
1152,-7.447823,146.298868,0.904834,2128.019531
1153,-7.531156,146.298868,0.869323,2192.103271
1154,-7.531156,146.382202,0.889709,2231.779053
